Time (ns),Current (nA),Voltage (mV),Energy (uJ)
"512319000","2120400","3292","3633.6"
"513398000","2120400","3292","3642.1"
"514733000","2120400","3292","3650.6"
"515813000","2120400","3292","3659.1"
"516899000","2134800","3292","3666.1"
"517978000","2134800","3292","3673.2"
"519057000","2134800","3291","3681.7"
"520391000","2134800","3291","3690.1"
"521470000","2134800","3291","3698.6"
"522548000","2134800","3291","3705.7"
"523628000","2134800","3292","3714.1"
"524708000","2137100","3292","3721.2"
"526044000","2137100","3292","3729.7"
"527129000","2137100","3292","3738.1"
"528208000","2137100","3291","3745.2"
"529287000","2137100","3292","3753.7"
"530372000","2137100","3292","3760.7"
"531707000","2137100","3292","3769.2"
"532787000","2119000","3292","3777.7"
"533866000","2119000","3292","3784.7"
"534946000","2119000","3292","3793.2"
"536026000","2119000","3292","3800.3"
"537366000","2119000","3292","3810.2"
"538444000","2119000","3292","3817.2"
"539523000","2119000","3293","3825.7"
"540602000","2135700","3292","3832.8"
"541681000","2135700","3292","3839.8"
"543016000","2135700","3293","3849.7"
"544096000","2135700","3293","3856.8"
"545176000","2135700","3293","3863.8"
"546255000","2135700","3293","3872.3"
"547340000","2135700","3293","3879.4"
"548675000","2120200","3293","3889.3"
"549755000","2120200","3293","3896.3"
"550835000","2120200","3293","3904.8"
"551914000","2120200","3293","3911.9"
"552994000","2120200","3293","3918.9"
"554329000","2120200","3293","3928.8"
"555409000","2120200","3294","3935.9"
"556489000","2136100","3293","3944.3"
"557574000","2136100","3293","3951.4"
"558653000","2136100","3293","3959.9"
"559988000","2136100","3293","3968.3"
"561066000","2136100","3293","3975.4"
"562146000","2136100","3292","3983.9"
"563226000","2136100","3293","3990.9"
"564307000","2135000","3293","3999.4"
"565642000","2135000","3293","4007.9"
"566726000","2135000","3293","4016.4"
"567806000","2135000","3293","4023.4"
"568886000","2135000","3293","4030.5"
"569965000","2135000","3293","4039.0"
"571300000","2135000","3292","4047.4"
"572385000","2119000","3292","4055.9"
"573465000","2119000","3292","4063.0"
"574543000","2119000","3292","4071.4"
"575623000","2119000","3292","4078.5"
"576964000","2119000","3293","4088.4"
"578043000","2119000","3292","4095.4"
"579123000","2119000","3292","4102.5"
"580202000","2135200","3292","4111.0"
"581281000","2135200","3292","4118.0"
"582614000","2135200","3292","4127.9"
"583694000","2135200","3292","4135.0"
"584774000","2135200","3292","4142.0"
"585853000","2135200","3292","4150.5"
"586938000","2135200","3291","4157.6"
"588273000","2120700","3292","4167.5"
"589353000","2120700","3291","4174.5"
"590433000","2120700","3292","4183.0"
"591512000","2120700","3292","4190.1"
"592591000","2120700","3291","4197.1"
"593926000","2120700","3292","4207.0"
"595005000","2120700","3292","4214.1"
"596085000","2081400","3292","4221.1"
"597171000","2081400","3293","4229.6"
"598250000","2081400","3292","4236.7"
"599585000","2081400","3292","4246.6"
"600665000","2081400","3292","4253.6"
"601745000","2081400","3292","4262.1"
"602824000","2081400","3292","4269.1"
"603903000","2135000","3293","4276.2"
"605238000","2135000","3292","4286.1"
"606317000","2135000","3293","4293.2"
"607402000","2135000","3292","4301.6"
"608482000","2135000","3292","4308.7"
"609562000","2135000","3293","4317.2"
"610897000","2135000","3292","4325.6"
"611976000","2120400","3292","4332.7"
"613055000","2120400","3292","4341.2"
"614139000","2120400","3292","4348.2"
"615219000","2120400","3292","4356.7"
"616558000","2120400","3292","4365.2"
"617638000","2120400","3292","4373.7"
"618718000","2120400","3292","4380.7"
"619798000","2133600","3292","4387.8"
"620877000","2133600","3292","4396.3"
"622213000","2133600","3292","4404.7"
"623293000","2133600","3292","4413.2"
"624373000","2133600","3291","4420.3"
"625453000","2133600","3292","4428.7"
"626533000","2133600","3292","4435.8"
"627873000","2120000","3292","4444.3"
"628952000","2120000","3291","4452.7"
"630031000","2120000","3291","4459.8"
"631110000","2120000","3292","4468.3"
"632189000","2120000","3292","4475.3"
"633525000","2120000","3291","4485.2"
"634604000","2120000","3291","4492.3"
"635683000","2136900","3291","4499.3"
"636768000","2136900","3291","4507.8"
"637847000","2136900","3290","4514.9"
"639181000","2136900","3291","4524.8"
"640261000","2136900","3291","4531.8"
"641341000","2136900","3291","4540.3"
"642420000","2136900","3291","4547.4"
"643499000","2135500","3291","4554.4"
"644834000","2135500","3291","4564.3"
"645914000","2135500","3291","4571.4"
"646999000","2135500","3291","4579.8"
"648079000","2135500","3291","4586.9"
"649158000","2135500","3291","4594.0"
"650492000","2135500","3291","4603.8"
"651572000","2120400","3290","4610.9"
"652652000","2120400","3290","4619.4"
"653731000","2120400","3290","4626.4"
"654812000","2120400","3291","4634.9"
"656150000","2120400","3290","4643.4"
"657235000","2120400","3291","4651.9"
"658315000","2120400","3290","4658.9"
"659395000","2133400","3290","4666.0"
"660475000","2133400","3290","4674.5"
"661809000","2133400","3291","4682.9"
"662890000","2133400","3290","4691.4"
"663969000","2133400","3290","4698.5"
"665048000","2133400","3290","4705.5"
"666128000","2133400","3290","4714.0"
"667469000","2120200","3290","4722.5"
"668549000","2120200","3291","4731.0"
"669628000","2120200","3291","4738.0"
"670707000","2120200","3291","4745.1"
"671786000","2120200","3290","4753.5"
"673120000","2120200","3290","4763.4"
"674199000","2120200","3290","4770.5"
"675278000","2137300","3290","4777.6"
"676357000","2137300","3290","4786.0"
"677442000","2137300","3290","4793.1"
"678777000","2137300","3289","4803.0"
"679857000","2137300","3289","4810.0"
"680936000","2137300","3290","4817.1"
"682015000","2137300","3289","4825.6"
"683094000","2135400","3289","4832.6"
"684429000","2135400","3290","4842.5"
"685509000","2135400","3290","4849.6"
"686594000","2135400","3290","4858.1"
"687673000","2135400","3289","4865.1"
"688753000","2135400","3290","4872.2"
"690087000","2135400","3290","4882.1"
"691167000","2120400","3290","4889.1"
"692246000","2120400","3290","4897.6"
"693325000","2120400","3290","4904.7"
"694405000","2120400","3290","4911.7"
"695740000","2120400","3290","4921.6"
"696826000","2120400","3290","4928.7"
"697910000","2120400","3290","4937.1"
"698989000","2133900","3290","4944.2"
"700069000","2133900","3290","4951.3"
"701404000","2133900","3290","4961.1"
"702484000","2133900","3290","4968.2"
"703563000","2133900","3290","4976.7"
"704643000","2133900","3290","4983.7"
"705723000","2133900","3291","4992.2"
"707062000","2120200","3290","5000.7"
"708142000","2120200","3291","5009.2"
"709221000","2120200","3290","5016.2"
"710301000","2120200","3290","5023.3"
"711381000","2120200","3290","5031.8"
"712716000","2120200","3290","5040.2"
"713795000","2120200","3290","5048.7"
"714874000","2136600","3290","5055.8"
"715955000","2136600","3290","5062.8"
"717039000","2136600","3290","5071.3"
"718373000","2136600","3290","5079.8"
"719452000","2136600","3290","5088.3"
"720531000","2136600","3290","5095.3"
"721610000","2136600","3291","5103.8"
"722691000","2135400","3290","5110.8"
"724025000","2135400","3290","5120.7"
"725105000","2135400","3289","5127.8"
"726184000","2135400","3290","5134.9"
"727270000","2135400","3290","5143.3"
"728349000","2135400","3290","5150.4"
"729685000","2135400","3290","5160.3"
"730764000","2120200","3291","5167.3"
"731844000","2120200","3290","5174.4"
"732923000","2120200","3290","5182.9"
"734001000","2120200","3290","5189.9"
"735335000","2120200","3290","5199.8"
"736414000","2120200","3290","5206.9"
"737500000","2120200","3291","5215.4"
"738580000","2135500","3291","5222.4"
"739663000","2135500","3290","5229.5"
"740998000","2135500","3290","5239.4"
"742078000","2135500","3290","5246.4"
"743157000","2135500","3291","5254.9"
"744237000","2135500","3291","5262.0"
"745317000","2135500","3290","5269.0"
"746657000","2119200","3291","5278.9"
"747738000","2119200","3290","5286.0"
"748817000","2119200","3291","5294.4"
"749896000","2119200","3291","5301.5"
"750975000","2119200","3290","5308.6"
"752309000","2119200","3290","5318.4"
"753389000","2119200","3291","5325.5"
"754469000","2136800","3290","5334.0"
"755548000","2136800","3290","5341.0"
"756633000","2136800","3291","5349.5"
"757968000","2136800","3290","5358.0"
"759047000","2136800","3291","5366.5"
"760126000","2136800","3291","5373.5"
"761206000","2136800","3291","5380.6"
"762285000","2135400","3290","5389.1"
"763620000","2135400","3290","5397.5"
"764700000","2135400","3290","5406.0"
"765779000","2135400","3290","5413.1"
"766864000","2135400","3291","5420.1"
"767943000","2135400","3290","5428.6"
"769279000","2135400","3291","5437.1"
"770358000","2120400","3291","5445.5"
"771437000","2120400","3290","5452.6"
"772517000","2120400","3291","5461.1"
"773597000","2120400","3291","5468.1"
"774931000","2120400","3291","5478.0"
"776010000","2120400","3290","5485.1"
"777096000","2120400","3290","5492.1"
"778175000","2135000","3290","5500.6"
"779255000","2135000","3290","5507.7"
"780590000","2135000","3290","5517.6"
"781674000","2135000","3290","5524.6"
"782754000","2135000","3290","5531.7"
"783834000","2135000","3290","5540.2"
"784913000","2135000","3290","5547.2"
"786248000","2120500","3290","5557.1"
"787334000","2120500","3290","5564.2"
"788413000","2120500","3291","5572.7"
"789493000","2120500","3290","5579.7"
"790572000","2120500","3290","5586.8"
"791907000","2120500","3290","5596.7"
"792987000","2120500","3291","5603.7"
"794067000","2134600","3290","5612.2"
"795146000","2134600","3290","5619.3"
"796226000","2134600","3291","5626.3"
"797566000","2134600","3290","5636.2"
"798645000","2134600","3291","5643.3"
"799725000","2134600","3291","5651.7"
"800805000","2134600","3290","5658.8"
"801884000","2135000","3291","5667.3"
"803219000","2135000","3291","5675.7"
"804299000","2135000","3292","5684.2"
"805378000","2135000","3291","5691.3"
"806457000","2135000","3291","5698.3"
"807543000","2135000","3291","5706.8"
"808877000","2135000","3291","5715.3"
"809957000","2120500","3291","5723.8"
"811036000","2120500","3291","5730.8"
"812116000","2120500","3292","5737.9"
"813196000","2120500","3292","5746.4"
"814531000","2120500","3292","5754.8"
"815610000","2120500","3291","5763.3"
"816695000","2120500","3291","5770.4"
"817775000","2134800","3292","5778.8"
"818854000","2134800","3292","5785.9"
"820189000","2134800","3292","5795.8"
"821268000","2134800","3291","5802.8"
"822348000","2134800","3291","5811.3"
"823432000","2134800","3291","5818.4"
"824511000","2134800","3291","5825.4"
"825846000","2120900","3291","5835.3"
"826932000","2120900","3290","5842.4"
"828011000","2120900","3291","5850.9"
"829091000","2120900","3291","5857.9"
"830171000","2120900","3291","5865.0"
"831506000","2120900","3291","5874.9"
"832586000","2120900","3291","5881.9"
"833665000","2134500","3292","5890.4"
"834746000","2134500","3292","5897.5"
"835825000","2134500","3292","5904.5"
"837166000","2134500","3291","5914.4"
"838245000","2134500","3291","5921.5"
"839325000","2134500","3291","5930.0"
"840403000","2134500","3291","5937.0"
"841482000","2080200","3291","5944.1"
"842817000","2080200","3291","5954.0"
"843897000","2080200","3291","5961.0"
"844976000","2080200","3291","5969.5"
"846055000","2080200","3291","5976.6"
"847139000","2080200","3291","5983.6"
"848474000","2080200","3291","5993.5"
"849554000","2120500","3291","6000.6"
"850634000","2120500","3291","6009.0"
"851713000","2120500","3291","6016.1"
"852794000","2120500","3292","6024.6"
"854128000","2120500","3292","6033.0"
"855206000","2120500","3291","6041.5"
"856286000","2120500","3291","6048.6"
"857372000","2135000","3291","6055.6"
"858451000","2135000","3291","6064.1"
"859786000","2135000","3290","6072.6"
"860865000","2135000","3290","6081.1"
"861945000","2135000","3290","6088.1"
"863024000","2135000","3290","6095.2"
"864104000","2135000","3290","6103.7"
"865443000","2120900","3290","6112.1"
"866523000","2120900","3291","6120.6"
"867608000","2120900","3291","6127.7"
"868687000","2120900","3290","6134.7"
"869767000","2120900","3290","6143.2"
"871102000","2120900","3290","6153.1"
"872182000","2120900","3290","6160.1"
"873261000","2134600","3290","6167.2"
"874341000","2134600","3290","6175.7"
"875420000","2134600","3290","6182.7"
"876760000","2134600","3290","6192.6"
